Hourly Obs,,,,,,,,,,,,,,,,,,,
Month/Year: 02/2013,,,,,,,,,,,,,,,,,,,
Station Location: BALTIMORE DOWNTOWN (93784),,,,,,,,,,,,,,,,,,,
Lat: 39.281,,,,,,,,,,,,,,,,,,,
Lon: -76.608,,,,,,,,,,,,,,,,,,,
Elev: 20 ft. above sea level,,,,,,,,,,,,,,,,,,,
WBAN,Date,Time,StationType,SkyCondition,Visibility,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,WetBulbCelsius,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,StationPressure,SeaLevelPressure,RecordType,HourlyPrecip,Altimeter
93784,20130201,54,11,M,M,33,0.6,26,-3,12,-11.1,42,M,M,29.86,29.88,AA, ,29.88
93784,20130201,154,11,M,M,33,0.6,27,-2.7,14,-10,46,M,M,29.86,29.88,AA, ,29.88
93784,20130201,254,11,M,M,34,1.1,28,-2.3,15,-9.4,46,M,M,29.88,29.9,AA, ,29.9
93784,20130201,354,11,M,M,34,1.1,28,-2.4,14,-10,44,M,M,29.85,29.87,AA, ,29.87
93784,20130201,454,11,M,M,35,1.7,28,-1.9,15,-9.4,44,M,M,29.84,29.85,AA, ,29.86
93784,20130201,554,11,M,M,35,1.7,30,-1.2,20,-6.7,54,M,M,29.81,29.83,AA, ,29.83
93784,20130201,654,11,M,M,33,0.6,29,-1.4,23,-5,67,M,M,29.8,29.82,AA, ,29.82
93784,20130201,754,11,M,M,31,-0.6,28,-2.4,21,-6.1,66,M,M,29.83,29.85,AA,0.01,29.85
93784,20130201,854,11,M,M,32,0,26,-3.1,14,-10,47,M,M,29.94,29.96,AA, ,29.96
93784,20130201,954,11,M,M,31,-0.6,24,-4.2,8,-13.3,38,M,M,30,30.02,AA, ,30.02
93784,20130201,1054,11,M,M,31,-0.6,24,-4.2,8,-13.3,38,M,M,30.03,30.05,AA, ,30.05
93784,20130201,1154,11,M,M,31,-0.6,24,-4.5,5,-15,33,M,M,30.07,30.09,AA, ,30.09
93784,20130201,1254,11,M,M,32,0,24,-4.2,4,-15.6,30,M,M,30.07,30.09,AA, ,30.09
93784,20130201,1354,11,M,M,31,-0.6,24,-4.7,3,-16.1,30,M,M,30.1,30.12,AA, ,30.12
93784,20130201,1454,11,M,M,31,-0.6,23,-4.8,2,-16.7,29,M,M,30.08,30.09,AA, ,30.1
93784,20130201,1554,11,M,M,30,-1.1,23,-5.1,2,-16.7,30,M,M,30.17,30.19,AA, ,30.19
93784,20130201,1631,11,M,M,29,-1.7,22,-5.5,1,-17.2,30,M,M,30.35,M,SP, ,30.37
93784,20130201,1654,11,M,M,29,-1.7,22,-5.3,4,-15.6,34,M,M,30.28,30.3,AA, ,30.3
93784,20130201,1754,11,M,M,28,-2.2,21,-5.9,2,-16.7,32,M,M,30.24,30.26,AA, ,30.26
93784,20130201,1854,11,M,M,27,-2.8,M,M,1,-17.2,M,M,M,M,M,AA, ,M
93784,20130201,1949,11,M,M,27,-3,21,-6.3,1,-17,32,M,M,30.44,M,SP, ,30.46
93784,20130201,1954,11,M,M,26,-3.3,20,-6.7,1,-17.2,34,M,M,30.44,30.45,AA, ,30.46
93784,20130201,2054,11,M,M,26,-3.3,20,-6.7,1,-17.2,34,M,M,30.33,30.35,AA, ,30.35
93784,20130201,2154,11,M,M,25,-3.9,19,-7.1,1,-17.2,35,M,M,30.33,30.35,AA, ,30.35
93784,20130201,2254,11,M,M,24,-4.4,19,-7.4,2,-16.7,38,M,M,30.38,30.39,AA, ,30.4
93784,20130201,2354,11,M,M,24,-4.4,M,M,2,-16.7,M,M,M,M,M,AA, ,M
93784,20130202,54,11,M,M,23,-5,18,-7.6,4,-15.6,44,M,M,30.51,30.53,AA, ,30.53
93784,20130202,108,11,M,M,23,-5,18,-7.6,4,-15.6,44,M,M,30.51,M,SP, ,30.53
93784,20130202,154,11,M,M,23,-5,18,-7.7,3,-16.1,42,M,M,30.41,30.42,AA, ,30.43
93784,20130202,254,11,M,M,22,-5.6,18,-8,4,-15.6,46,M,M,30.36,30.38,AA, ,30.38
93784,20130202,354,11,M,M,22,-5.6,M,M,4,-15.6,M,M,M,M,M,AA, ,M
93784,20130202,454,11,M,M,21,-6.1,17,-8.3,4,-15.6,48,M,M,30.35,30.37,AA, ,30.37
93784,20130202,527,11,M,M,21,-6.1,17,-8.3,4,-15.6,48,M,M,30.49,M,SP, ,30.51
93784,20130202,554,11,M,M,21,-6.1,17,-8.3,4,-15.6,48,M,M,30.43,30.45,AA, ,30.45
93784,20130202,654,11,M,M,21,-6.1,M,M,4,-15.6,M,M,M,M,M,AA, ,M
93784,20130202,741,11,M,M,22,-5.6,18,-7.9,4,-15.6,46,M,M,30.52,M,SP, ,30.54
93784,20130202,754,11,M,M,23,-5,18,-7.6,4,-15.6,44,M,M,30.51,30.52,AA, ,30.53
93784,20130202,854,11,M,M,25,-3.9,20,-6.7,5,-15,42,M,M,30.19,30.21,AA, ,30.21
93784,20130202,954,11,M,M,27,-2.8,M,M,4,-15.6,M,M,M,M,M,AA, ,M
